,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR,TYPE,Reintro
5759,120,30,NA,4,Artibeus jamaicensis,1,Chiroptera,PNT
7547,35,NA,4,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7550,80,57.5,8,4.5,Artibeus jamaicensis,0.5,Chiroptera,PNT
7681,166,6,0.84,0.34,Artibeus jamaicensis,1,Chiroptera,PNT
7711,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7731,120,10,NA,NA,Artibeus jamaicensis,1,Chiroptera,PNT
7766,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7782,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7830,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7853,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7890,100,6,1,0.8,Artibeus jamaicensis,0.5,Chiroptera,PNT
7924,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7948,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
7975,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8010,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8040,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8066,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8096,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8126,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8150,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8162,NA,NA,NA,NA,Artibeus jamaicensis,0.5,Chiroptera,PNT
8169,45,40,40,16,Artibeus jamaicensis,0.75,Chiroptera,PNT
8273,32.4,31,4,2.5,Artibeus jamaicensis,0.5,Chiroptera,PNT
8296,59.4,57,4.7,3.5,Artibeus jamaicensis,1,Chiroptera,PNT
9675,17,14.2,11.5,8.3,Artibeus jamaicensis,0.5,Chiroptera,PNT
9722,3.5,2.7,2,1.7,Artibeus jamaicensis,0.75,Chiroptera,PNT
246,40,35,35,30,Artibeus lituratus,0.5,Chiroptera,PNT
248,84.88,70.72,82.9,63.84,Artibeus lituratus,0.5,Chiroptera,PNT
249,65.67,115,12.9,7,Artibeus lituratus,0.5,Chiroptera,PNT
306,600,325,32.5,23.5,Artibeus lituratus,1,Chiroptera,PNT
316,360,270,29,22,Artibeus lituratus,0.5,Chiroptera,PNT
386,27,27,8.5,8.6,Artibeus lituratus,0.5,Chiroptera,PNT
534,230,12.62,2,0.62,Artibeus lituratus,1,Chiroptera,PNT
639,230,20.58,2.9,0.98,Artibeus lituratus,1,Chiroptera,PNT
702,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
746,200,10,2,0.61,Artibeus lituratus,1,Chiroptera,PNT
818,4.66,4.56,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
820,28,10,19,7,Artibeus lituratus,0.5,Chiroptera,PNT
824,25.67,24.67,15.7,9.92,Artibeus lituratus,0.75,Chiroptera,PNT
830,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
835,54,NA,29.5,18.5,Artibeus lituratus,0.5,Chiroptera,PNT
898,11,8,10,5,Artibeus lituratus,0.75,Chiroptera,PNT
1220,30,23,13,11,Artibeus lituratus,1,Chiroptera,PNT
1400,12.6,9,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1432,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1438,9.58,13.05,7.1,4.45,Artibeus lituratus,0.5,Chiroptera,PNT
1472,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1495,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1521,16,11,13,8.5,Artibeus lituratus,0.5,Chiroptera,PNT
1554,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1575,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1602,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1622,NA,NA,9.29,6.5,Artibeus lituratus,0.5,Chiroptera,PNT
1650,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1667,12,11,10,9.5,Artibeus lituratus,0.5,Chiroptera,PNT
1693,22,15,12,7,Artibeus lituratus,0.5,Chiroptera,PNT
1712,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1726,36.1,26.7,10,8.3,Artibeus lituratus,0.5,Chiroptera,PNT
1753,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1786,35,34.6,8.91,7.76,Artibeus lituratus,0.5,Chiroptera,PNT
1808,NA,29,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1826,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1863,32.2,22.3,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1871,20.7,19.13,16.4,14.46,Artibeus lituratus,0.5,Chiroptera,PNT
1913,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1921,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1953,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
1977,18.2,9.7,18.9,9.41,Artibeus lituratus,0.5,Chiroptera,PNT
2000,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2024,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2048,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2071,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2089,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2113,5,8,4,7,Artibeus lituratus,0.5,Chiroptera,PNT
2136,31,18,26,16,Artibeus lituratus,0.5,Chiroptera,PNT
2159,9.9,6.9,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2178,18.7,16.4,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2201,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2240,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2254,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2273,NA,1,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2304,12.8,12.46,11.7,10,Artibeus lituratus,0.75,Chiroptera,PNT
2355,32,23,1,0.5,Artibeus lituratus,0.5,Chiroptera,PNT
2417,5,6,1.2,0.7,Artibeus lituratus,0.5,Chiroptera,PNT
2469,14,12,1.4,1.2,Artibeus lituratus,0.5,Chiroptera,PNT
2515,14,14,1.2,1,Artibeus lituratus,1,Chiroptera,PNT
2568,16.6,18,1,0.5,Artibeus lituratus,0.5,Chiroptera,PNT
2650,19.81,23.09,0.5,0.4,Artibeus lituratus,0.75,Chiroptera,PNT
2707,7,6,0.5,0.3,Artibeus lituratus,0.5,Chiroptera,PNT
2776,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2821,17,20,2.8,1.7,Artibeus lituratus,0.5,Chiroptera,PNT
2876,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2923,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
2963,10,8,0.9,0.7,Artibeus lituratus,0.5,Chiroptera,PNT
3023,8,7,0.7,0.7,Artibeus lituratus,1,Chiroptera,PNT
3080,8,8,1.1,1.1,Artibeus lituratus,0.5,Chiroptera,PNT
3171,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3231,17.93,18,0.8,0.7,Artibeus lituratus,0.5,Chiroptera,PNT
3288,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3547,70,20,13.6,7.3,Artibeus lituratus,0.5,Chiroptera,PNT
3556,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3557,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3568,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3572,110,15,11,9,Artibeus lituratus,0.5,Chiroptera,PNT
3575,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3582,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3587,150,45,15,8,Artibeus lituratus,0.5,Chiroptera,PNT
3594,96,34,16.8,3.18,Artibeus lituratus,0.5,Chiroptera,PNT
3895,14.2,12.6,2.5,2.1,Artibeus lituratus,1,Chiroptera,PNT
3907,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
3911,21,19,11.5,7,Artibeus lituratus,0.5,Chiroptera,PNT
5744,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
5760,120,30,NA,4,Artibeus lituratus,1,Chiroptera,PNT
7548,35,NA,4,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7551,80,57.5,8,4.5,Artibeus lituratus,0.5,Chiroptera,PNT
7672,166,6,0.84,0.34,Artibeus lituratus,1,Chiroptera,PNT
7715,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7723,120,10,NA,NA,Artibeus lituratus,1,Chiroptera,PNT
7767,NA,NA,NA,NA,Artibeus lituratus,0.75,Chiroptera,PNT
7798,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7819,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7866,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7889,100,6,1,0.8,Artibeus lituratus,1,Chiroptera,PNT
7917,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7936,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7954,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
7994,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8016,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8059,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8095,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8125,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8151,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8160,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8168,45,40,40,16,Artibeus lituratus,0.75,Chiroptera,PNT
8238,NA,7,NA,6,Artibeus lituratus,0.5,Chiroptera,PNT
8245,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8267,32.4,31,4,2.5,Artibeus lituratus,0.5,Chiroptera,PNT
8285,59.4,57,4.7,3.5,Artibeus lituratus,1,Chiroptera,PNT
8315,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8334,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8360,5.2,5.5,5,4.3,Artibeus lituratus,0.5,Chiroptera,PNT
8393,5.09,4.02,3,2.4,Artibeus lituratus,0.5,Chiroptera,PNT
8417,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8432,8,9,3,2.4,Artibeus lituratus,0.5,Chiroptera,PNT
8459,5.4,6.2,4,3,Artibeus lituratus,0.5,Chiroptera,PNT
8494,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8520,8.7,7,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8550,NA,11,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8561,11,13,4,3,Artibeus lituratus,1,Chiroptera,PNT
8601,0.4,3.7,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
8802,15,12.6,1.5,1,Artibeus lituratus,0.75,Chiroptera,PNT
8824,10,8,2.2,1.4,Artibeus lituratus,0.5,Chiroptera,PNT
9012,6,6.2,1.4,1,Artibeus lituratus,0.5,Chiroptera,PNT
9057,20,11,2.2,2,Artibeus lituratus,0.5,Chiroptera,PNT
9120,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9158,15,10,2.5,2,Artibeus lituratus,0.75,Chiroptera,PNT
9186,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9239,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9281,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9327,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9368,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9414,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9457,NA,NA,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9499,7.6,6.3,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9532,NA,8,NA,NA,Artibeus lituratus,0.5,Chiroptera,PNT
9610,60,42,15,15,Artibeus lituratus,0.5,Chiroptera,PNT
9673,17,14.2,11.5,8.3,Artibeus lituratus,0.75,Chiroptera,PNT
559,230,12.62,2,0.62,Artibeus obscurus,1,Chiroptera,PNT
631,230,20.58,2.9,0.98,Artibeus obscurus,0.5,Chiroptera,PNT
678,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
740,200,10,2,0.61,Artibeus obscurus,1,Chiroptera,PNT
2340,32,23,1,0.5,Artibeus obscurus,0.5,Chiroptera,PNT
2404,5,6,1.2,0.7,Artibeus obscurus,0.5,Chiroptera,PNT
2468,14,12,1.4,1.2,Artibeus obscurus,0.5,Chiroptera,PNT
2510,14,14,1.2,1,Artibeus obscurus,0.5,Chiroptera,PNT
2559,16.6,18,1,0.5,Artibeus obscurus,0.5,Chiroptera,PNT
2620,19.81,23.09,0.5,0.4,Artibeus obscurus,0.5,Chiroptera,PNT
2675,7,6,0.5,0.3,Artibeus obscurus,0.5,Chiroptera,PNT
2731,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
2843,17,20,2.8,1.7,Artibeus obscurus,0.75,Chiroptera,PNT
2888,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
2954,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
3013,10,8,0.9,0.7,Artibeus obscurus,0.5,Chiroptera,PNT
3076,8,7,0.7,0.7,Artibeus obscurus,0.5,Chiroptera,PNT
3117,8,8,1.1,1.1,Artibeus obscurus,0.5,Chiroptera,PNT
3150,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
3203,17.93,18,0.8,0.7,Artibeus obscurus,0.5,Chiroptera,PNT
3272,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7677,166,6,0.84,0.34,Artibeus obscurus,1,Chiroptera,PNT
7713,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7750,120,10,NA,NA,Artibeus obscurus,0.75,Chiroptera,PNT
7764,NA,NA,NA,NA,Artibeus obscurus,0.75,Chiroptera,PNT
7795,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7818,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7854,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7867,100,6,1,0.8,Artibeus obscurus,0.75,Chiroptera,PNT
7904,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7927,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7979,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
7997,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8034,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8044,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8080,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8113,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8147,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
8797,15,12.6,1.5,1,Artibeus obscurus,0.75,Chiroptera,PNT
8812,10,8,2.2,1.4,Artibeus obscurus,0.5,Chiroptera,PNT
9029,6,6.2,1.4,1,Artibeus obscurus,0.5,Chiroptera,PNT
9070,20,11,2.2,2,Artibeus obscurus,0.5,Chiroptera,PNT
9105,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9153,15,10,2.5,2,Artibeus obscurus,0.75,Chiroptera,PNT
9183,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9219,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9257,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9291,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9347,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9375,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9433,NA,NA,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9462,7.6,6.3,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
9507,NA,8,NA,NA,Artibeus obscurus,0.5,Chiroptera,PNT
85,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
162,5.8,4.7,5.8,4.1,Attila rufus,0.5,Passeriformes,PNT
1107,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
1138,28.29,11,11.8,9.7,Attila rufus,0.5,Passeriformes,PNT
1173,23,27,17,9.3,Attila rufus,0.5,Passeriformes,PNT
5633,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5640,13,12,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5651,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5657,NA,15,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5665,12.8,8.5,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5670,15,8,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5675,NA,NA,15,10,Attila rufus,0.5,Passeriformes,PNT
5686,14.4,12,NA,NA,Attila rufus,0.5,Passeriformes,PNT
5692,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
6453,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
6509,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
6567,3,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
6666,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
6704,4.9,5,NA,4.2,Attila rufus,0.5,Passeriformes,PNT
8937,NA,NA,NA,NA,Attila rufus,0.5,Passeriformes,PNT
8954,20,20,10,6,Attila rufus,1,Passeriformes,PNT
8974,12,10,7,4,Attila rufus,0.5,Passeriformes,PNT
94,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
163,5.8,4.7,5.8,4.1,Baillonius bailloni,0.75,Piciformes,PNT
219,17,10,4.6,3.5,Baillonius bailloni,0.5,Piciformes,PNT
236,19.38,9.24,4.6,3.61,Baillonius bailloni,0.75,Piciformes,PNT
346,28,25,10,9,Baillonius bailloni,1,Piciformes,PNT
581,230,12.62,2,0.62,Baillonius bailloni,1,Piciformes,PNT
651,230,20.58,2.9,0.98,Baillonius bailloni,0.5,Piciformes,PNT
681,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
760,200,10,2,0.61,Baillonius bailloni,1,Piciformes,PNT
918,28.79,21.42,17,11,Baillonius bailloni,0.5,Piciformes,PNT
931,30.69,21.17,21.6,12.49,Baillonius bailloni,0.5,Piciformes,PNT
943,31,23,18.3,11.53,Baillonius bailloni,0.5,Piciformes,PNT
1121,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1159,28.29,11,11.8,9.7,Baillonius bailloni,0.75,Piciformes,PNT
1200,23,27,17,9.3,Baillonius bailloni,0.5,Piciformes,PNT
1225,30,23,13,11,Baillonius bailloni,0.75,Piciformes,PNT
1404,12.6,9,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1415,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1446,9.58,13.05,7.1,4.45,Baillonius bailloni,0.5,Piciformes,PNT
1465,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1506,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1531,16,11,13,8.5,Baillonius bailloni,0.5,Piciformes,PNT
1555,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1570,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1591,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1621,NA,NA,9.29,6.5,Baillonius bailloni,0.5,Piciformes,PNT
1643,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1662,12,11,10,9.5,Baillonius bailloni,0.5,Piciformes,PNT
1681,22,15,12,7,Baillonius bailloni,0.5,Piciformes,PNT
1716,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1743,36.1,26.7,10,8.3,Baillonius bailloni,0.5,Piciformes,PNT
1758,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1789,35,34.6,8.91,7.76,Baillonius bailloni,0.5,Piciformes,PNT
1820,NA,29,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1829,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1855,32.2,22.3,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1873,20.7,19.13,16.4,14.46,Baillonius bailloni,0.5,Piciformes,PNT
1899,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1917,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1961,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
1986,18.2,9.7,18.9,9.41,Baillonius bailloni,0.5,Piciformes,PNT
2010,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2026,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2049,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2070,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2093,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2120,5,8,4,7,Baillonius bailloni,0.5,Piciformes,PNT
2143,31,18,26,16,Baillonius bailloni,0.5,Piciformes,PNT
2156,9.9,6.9,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2194,18.7,16.4,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2208,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2227,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2268,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2284,NA,1,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2317,12.8,12.46,11.7,10,Baillonius bailloni,1,Piciformes,PNT
2360,32,23,1,0.5,Baillonius bailloni,0.5,Piciformes,PNT
2391,5,6,1.2,0.7,Baillonius bailloni,0.5,Piciformes,PNT
2439,14,12,1.4,1.2,Baillonius bailloni,0.5,Piciformes,PNT
2501,14,14,1.2,1,Baillonius bailloni,0.5,Piciformes,PNT
2566,16.6,18,1,0.5,Baillonius bailloni,0.5,Piciformes,PNT
2659,19.81,23.09,0.5,0.4,Baillonius bailloni,0.5,Piciformes,PNT
2685,7,6,0.5,0.3,Baillonius bailloni,0.5,Piciformes,PNT
2743,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2811,17,20,2.8,1.7,Baillonius bailloni,0.5,Piciformes,PNT
2875,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
2940,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3016,10,8,0.9,0.7,Baillonius bailloni,0.5,Piciformes,PNT
3056,8,7,0.7,0.7,Baillonius bailloni,0.5,Piciformes,PNT
3124,8,8,1.1,1.1,Baillonius bailloni,0.5,Piciformes,PNT
3181,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3244,17.93,18,0.8,0.7,Baillonius bailloni,0.5,Piciformes,PNT
3289,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3511,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3531,4.8,4.7,4.8,2.6,Baillonius bailloni,0.5,Piciformes,PNT
3635,6.4,5.5,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3648,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3675,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3686,5.1,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3725,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3734,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3756,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3773,9.3,7.5,NA,1,Baillonius bailloni,0.5,Piciformes,PNT
3787,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3811,NA,NA,1,1,Baillonius bailloni,0.5,Piciformes,PNT
3830,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
3852,NA,NA,NA,1,Baillonius bailloni,0.5,Piciformes,PNT
3875,4.2,3.2,NA,1,Baillonius bailloni,0.75,Piciformes,PNT
4005,13.3,16.04,11.1,8.26,Baillonius bailloni,0.5,Piciformes,PNT
4010,12,9.5,5.5,3,Baillonius bailloni,0.5,Piciformes,PNT
4014,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4022,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4035,6.7,4.6,11,7.41,Baillonius bailloni,0.5,Piciformes,PNT
4038,14,9.1,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4047,25,14,12,8,Baillonius bailloni,0.5,Piciformes,PNT
4055,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4064,8,6,NA,6.8,Baillonius bailloni,0.5,Piciformes,PNT
4075,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4161,2.6,3,NA,1,Baillonius bailloni,0.5,Piciformes,PNT
4235,4.6,3.4,0.5,0.4,Baillonius bailloni,0.5,Piciformes,PNT
4331,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4454,3.3,4,3.3,3.1,Baillonius bailloni,0.5,Piciformes,PNT
4462,3.7,4.5,1.4,1.3,Baillonius bailloni,0.5,Piciformes,PNT
4558,3.51,2.54,0.4,0.3,Baillonius bailloni,1,Piciformes,PNT
4639,NA,NA,NA,1,Baillonius bailloni,0.5,Piciformes,PNT
4705,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4818,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
4884,3.6,3,1,0.85,Baillonius bailloni,0.5,Piciformes,PNT
4964,1.9,2.3,1,1,Baillonius bailloni,0.5,Piciformes,PNT
5045,NA,NA,NA,NA,Baillonius bailloni,0.5,Piciformes,PNT
5099,3.2,3.4,0.6,0.61,Baillonius bailloni,0.5,Piciformes,PNT
5194,4.5,4.5,2.7,1.6,Baillonius bailloni,0.5,Piciformes,PNT
5279,3.2,3.54,1.21,1.34,Baillonius bailloni,0.5,Piciformes,PNT
